date,row_no,project_name,site,url,period_start,period_end,target_amount,support_amount,supporter_count,note
2026-08-30,68,長崎県佐世保市 パンクチュアル 子どものための芸術鑑賞体験教室,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=9876fa7dd1af4016585556b35c6af4d4,2026-08-01,2027-02-28,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
2026-08-30,69,長崎県佐世保市 パンクチュアル 文化大会出場奨励金,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=ac4cf83579144d70950f2586b210bfe0,2026-08-01,2027-02-28,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
2026-08-30,70,長崎県佐世保市 パンクチュアル プロジェクト応援事業,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=0be09af5e446b3877f04e150381339ed,2026-08-01,2027-02-28,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
2026-08-30,71,長崎県佐世保市 パンクチュアル 子ども美術展,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=60284778488a9a54b54ab8d6ae9d929f,2026-08-01,2027-03-29,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
2026-08-30,72,長崎県佐世保市 パンクチュアル SASEBO STREET MIX開催事業,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=a0b78f6f6bd9c32843b6c6524f1c3fbd,2026-08-01,2027-03-29,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
2026-08-30,73,長崎県佐世保市 パンクチュアル させぼスポーツマンス事業,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=c2c68607d52fa9252b5a6fc696ce9460,2026-08-01,2027-03-29,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
2026-08-30,74,長崎県佐世保市 パンクチュアル スポーツ大会出場奨励金,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=c2934b69c04f38ad0705cecafabc97b7,2026-08-01,2027-03-29,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
2026-08-30,75,長崎県佐世保市 パンクチュアル 小学生応援事業＆V-DREAM,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=0f0355fd2df16cabadde2f6af2b5f2fb,2026-08-01,2027-03-29,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
2026-08-30,76,長崎県佐世保市 パンクチュアル スポーツ施設整備事業,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=a34269b7bb5d016327a602b5d75ebbde,2026-08-01,2027-03-29,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
2026-08-30,77,長崎県佐世保市 パンクチュアル ベースボールイノベーション,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=bbc29105d0195e376ceb7a41196e7504,2026-08-01,2027-03-29,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
2026-08-30,78,長崎県佐世保市 パンクチュアル シティプロモーション事業,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=65beb60faa24b6177cf9aa80557a65e5,2026-08-01,2027-03-29,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
2026-08-30,79,長崎県佐世保市 パンクチュアル 子どもたちへ本を届ける,独自サイト,https://furusato-sasebo.jp/crowdfunding/detail.php?id=09a1090d2bacaee90260e0917ca0bff3,2026-07-01,2027-03-29,,,,サイトがHTTP 403でアクセスをブロック（要手動確認）
